chapter#,verse#,verse,chapter,cluster
59,4,ذٰلك بانهم شاقوا الله ورسوله ومن يشاق الله فان الله شديد العقاب,سورة الحشر,3
59,5,ما قطعتم من لينة او تركتموها قائمة علىٰ اصولها فباذن الله وليخزي الفٰسقين,سورة الحشر,53
59,6,وما افاء الله علىٰ رسوله منهم فما اوجفتم عليه من خيل ولا ركاب ولٰكن الله يسلط رسله علىٰ من يشاء والله علىٰ كل شيء قدير,سورة الحشر,46
59,7,ما افاء الله علىٰ رسوله من اهل القرىٰ فلله وللرسول ولذي القربىٰ واليتٰمىٰ والمسٰكين وابن السبيل كي لا يكون دولة بين الاغنياء منكم وما ءاتىٰكم الرسول فخذوه وما نهىٰكم عنه فانتهوا واتقوا الله ان الله شديد العقاب,سورة الحشر,3
59,8,للفقراء المهٰجرين الذين اخرجوا من ديٰرهم واموٰلهم يبتغون فضلا من الله ورضوٰنا وينصرون الله ورسوله اولٰئك هم الصٰدقون,سورة الحشر,63
59,9,والذين تبوءو الدار والايمٰن من قبلهم يحبون من هاجر اليهم ولا يجدون في صدورهم حاجة مما اوتوا ويؤثرون علىٰ انفسهم ولو كان بهم خصاصة ومن يوق شح نفسه فاولٰئك هم المفلحون,سورة الحشر,32
59,10,والذين جاءو من بعدهم يقولون ربنا اغفر لنا ولاخوٰننا الذين سبقونا بالايمٰن ولا تجعل في قلوبنا غلا للذين ءامنوا ربنا انك رءوف رحيم,سورة الحشر,62
59,11,الم تر الى الذين نافقوا يقولون لاخوٰنهم الذين كفروا من اهل الكتٰب لئن اخرجتم لنخرجن معكم ولا نطيع فيكم احدا ابدا وان قوتلتم لننصرنكم والله يشهد انهم لكٰذبون,سورة الحشر,55
59,12,لئن اخرجوا لا يخرجون معهم ولئن قوتلوا لا ينصرونهم ولئن نصروهم ليولن الادبٰر ثم لا ينصرون,سورة الحشر,43
59,13,لانتم اشد رهبة في صدورهم من الله ذٰلك بانهم قوم لا يفقهون,سورة الحشر,21
59,14,لا يقٰتلونكم جميعا الا في قرى محصنة او من وراء جدر باسهم بينهم شديد تحسبهم جميعا وقلوبهم شتىٰ ذٰلك بانهم قوم لا يعقلون,سورة الحشر,43
59,15,كمثل الذين من قبلهم قريبا ذاقوا وبال امرهم ولهم عذاب اليم,سورة الحشر,43
59,16,كمثل الشيطٰن اذ قال للانسٰن اكفر فلما كفر قال اني بريء منك اني اخاف الله رب العٰلمين,سورة الحشر,12
59,17,فكان عٰقبتهما انهما في النار خٰلدين فيها وذٰلك جزٰؤا الظٰلمين,سورة الحشر,38
59,18,يٰايها الذين ءامنوا اتقوا الله ولتنظر نفس ما قدمت لغد واتقوا الله ان الله خبير بما تعملون,سورة الحشر,62
59,19,ولا تكونوا كالذين نسوا الله فانسىٰهم انفسهم اولٰئك هم الفٰسقون,سورة الحشر,63
59,20,لا يستوي اصحٰب النار واصحٰب الجنة اصحٰب الجنة هم الفائزون,سورة الحشر,52
59,21,لو انزلنا هٰذا القرءان علىٰ جبل لرايته خٰشعا متصدعا من خشية الله وتلك الامثٰل نضربها للناس لعلهم يتفكرون,سورة الحشر,20
59,22,هو الله الذي لا الٰه الا هو عٰلم الغيب والشهٰدة هو الرحمٰن الرحيم,سورة الحشر,47
59,23,هو الله الذي لا الٰه الا هو الملك القدوس السلٰم المؤمن المهيمن العزيز الجبار المتكبر سبحٰن الله عما يشركون,سورة الحشر,31
59,24,هو الله الخٰلق البارئ المصور له الاسماء الحسنىٰ يسبح له ما في السمٰوٰت والارض وهو العزيز الحكيم,سورة الحشر,61
60,0,سورة الممتحنة,سورة الممتحنة,6
60,0,بسم الله الرحمٰن الرحيم,سورة الممتحنة,10
60,1,يٰايها الذين ءامنوا لا تتخذوا عدوي وعدوكم اولياء تلقون اليهم بالمودة وقد كفروا بما جاءكم من الحق يخرجون الرسول واياكم ان تؤمنوا بالله ربكم ان كنتم خرجتم جهٰدا في سبيلي وابتغاء مرضاتي تسرون اليهم بالمودة وانا اعلم بما اخفيتم وما اعلنتم ومن يفعله منكم فقد ضل سواء السبيل,سورة الممتحنة,62
60,2,ان يثقفوكم يكونوا لكم اعداء ويبسطوا اليكم ايديهم والسنتهم بالسوء وودوا لو تكفرون,سورة الممتحنة,0
60,3,لن تنفعكم ارحامكم ولا اولٰدكم يوم القيٰمة يفصل بينكم والله بما تعملون بصير,سورة الممتحنة,40
60,4,قد كانت لكم اسوة حسنة في ابرٰهيم والذين معه اذ قالوا لقومهم انا برءٰؤا منكم ومما تعبدون من دون الله كفرنا بكم وبدا بيننا وبينكم العدٰوة والبغضاء ابدا حتىٰ تؤمنوا بالله وحده الا قول ابرٰهيم لابيه لاستغفرن لك وما املك لك من الله من شيء ربنا عليك توكلنا واليك انبنا واليك المصير,سورة الممتحنة,58
60,5,ربنا لا تجعلنا فتنة للذين كفروا واغفر لنا ربنا انك انت العزيز الحكيم,سورة الممتحنة,61
60,6,لقد كان لكم فيهم اسوة حسنة لمن كان يرجوا الله واليوم الاخر ومن يتول فان الله هو الغني الحميد,سورة الممتحنة,3
60,7,عسى الله ان يجعل بينكم وبين الذين عاديتم منهم مودة والله قدير والله غفور رحيم,سورة الممتحنة,43
60,8,لا ينهىٰكم الله عن الذين لم يقٰتلوكم في الدين ولم يخرجوكم من ديٰركم ان تبروهم وتقسطوا اليهم ان الله يحب المقسطين,سورة الممتحنة,43
60,9,انما ينهىٰكم الله عن الذين قٰتلوكم في الدين واخرجوكم من ديٰركم وظٰهروا علىٰ اخراجكم ان تولوهم ومن يتولهم فاولٰئك هم الظٰلمون,سورة الممتحنة,32
60,10,يٰايها الذين ءامنوا اذا جاءكم المؤمنٰت مهٰجرٰت فامتحنوهن الله اعلم بايمٰنهن فان علمتموهن مؤمنٰت فلا ترجعوهن الى الكفار لا هن حل لهم ولا هم يحلون لهن وءاتوهم ما انفقوا ولا جناح عليكم ان تنكحوهن اذا ءاتيتموهن اجورهن ولا تمسكوا بعصم الكوافر وسلوا ما انفقتم وليسلوا ما انفقوا ذٰلكم حكم الله يحكم بينكم والله عليم حكيم,سورة الممتحنة,44
60,11,وان فاتكم شيء من ازوٰجكم الى الكفار فعاقبتم فاتوا الذين ذهبت ازوٰجهم مثل ما انفقوا واتقوا الله الذي انتم به مؤمنون,سورة الممتحنة,41
60,12,يٰايها النبي اذا جاءك المؤمنٰت يبايعنك علىٰ ان لا يشركن بالله شيا ولا يسرقن ولا يزنين ولا يقتلن اولٰدهن ولا ياتين ببهتٰن يفترينه بين ايديهن وارجلهن ولا يعصينك في معروف فبايعهن واستغفر لهن الله ان الله غفور رحيم,سورة الممتحنة,44
60,13,يٰايها الذين ءامنوا لا تتولوا قوما غضب الله عليهم قد يئسوا من الاخرة كما يئس الكفار من اصحٰب القبور,سورة الممتحنة,62
61,0,سورة الصف,سورة الصف,6
61,0,بسم الله الرحمٰن الرحيم,سورة الصف,10
61,1,سبح لله ما في السمٰوٰت وما في الارض وهو العزيز الحكيم,سورة الصف,61
61,2,يٰايها الذين ءامنوا لم تقولون ما لا تفعلون,سورة الصف,62
61,3,كبر مقتا عند الله ان تقولوا ما لا تفعلون,سورة الصف,43
61,4,ان الله يحب الذين يقٰتلون في سبيله صفا كانهم بنيٰن مرصوص,سورة الصف,43
61,5,واذ قال موسىٰ لقومه يٰقوم لم تؤذونني وقد تعلمون اني رسول الله اليكم فلما زاغوا ازاغ الله قلوبهم والله لا يهدي القوم الفٰسقين,سورة الصف,12
61,6,واذ قال عيسى ابن مريم يٰبني اسرٰءيل اني رسول الله اليكم مصدقا لما بين يدي من التورىٰة ومبشرا برسول ياتي من بعدي اسمه احمد فلما جاءهم بالبينٰت قالوا هٰذا سحر مبين,سورة الصف,12
61,7,ومن اظلم ممن افترىٰ على الله الكذب وهو يدعىٰ الى الاسلٰم والله لا يهدي القوم الظٰلمين,سورة الصف,53
61,8,يريدون ليطفوا نور الله بافوٰههم والله متم نوره ولو كره الكٰفرون,سورة الصف,18
61,9,هو الذي ارسل رسوله بالهدىٰ ودين الحق ليظهره على الدين كله ولو كره المشركون,سورة الصف,18
61,10,يٰايها الذين ءامنوا هل ادلكم علىٰ تجٰرة تنجيكم من عذاب اليم,سورة الصف,62
61,11,تؤمنون بالله ورسوله وتجٰهدون في سبيل الله باموٰلكم وانفسكم ذٰلكم خير لكم ان كنتم تعلمون,سورة الصف,17
61,12,يغفر لكم ذنوبكم ويدخلكم جنٰت تجري من تحتها الانهٰر ومسٰكن طيبة في جنٰت عدن ذٰلك الفوز العظيم,سورة الصف,13
61,13,واخرىٰ تحبونها نصر من الله وفتح قريب وبشر المؤمنين,سورة الصف,59
61,14,يٰايها الذين ءامنوا كونوا انصار الله كما قال عيسى ابن مريم للحوارين من انصاري الى الله قال الحواريون نحن انصار الله فامنت طائفة من بني اسرٰءيل وكفرت طائفة فايدنا الذين ءامنوا علىٰ عدوهم فاصبحوا ظٰهرين,سورة الصف,62
62,0,سورة الجمعة,سورة الجمعة,6
62,0,بسم الله الرحمٰن الرحيم,سورة الجمعة,10
62,1,يسبح لله ما في السمٰوٰت وما في الارض الملك القدوس العزيز الحكيم,سورة الجمعة,61
62,2,هو الذي بعث في الامين رسولا منهم يتلوا عليهم ءايٰته ويزكيهم ويعلمهم الكتٰب والحكمة وان كانوا من قبل لفي ضلٰل مبين,سورة الجمعة,59
62,3,وءاخرين منهم لما يلحقوا بهم وهو العزيز الحكيم,سورة الجمعة,61
62,4,ذٰلك فضل الله يؤتيه من يشاء والله ذو الفضل العظيم,سورة الجمعة,59
62,5,مثل الذين حملوا التورىٰة ثم لم يحملوها كمثل الحمار يحمل اسفارا بئس مثل القوم الذين كذبوا بايٰت الله والله لا يهدي القوم الظٰلمين,سورة الجمعة,28
62,6,قل يٰايها الذين هادوا ان زعمتم انكم اولياء لله من دون الناس فتمنوا الموت ان كنتم صٰدقين,سورة الجمعة,1
62,7,ولا يتمنونه ابدا بما قدمت ايديهم والله عليم بالظٰلمين,سورة الجمعة,5
62,8,قل ان الموت الذي تفرون منه فانه ملٰقيكم ثم تردون الىٰ عٰلم الغيب والشهٰدة فينبئكم بما كنتم تعملون,سورة الجمعة,47
62,9,يٰايها الذين ءامنوا اذا نودي للصلوٰة من يوم الجمعة فاسعوا الىٰ ذكر الله وذروا البيع ذٰلكم خير لكم ان كنتم تعلمون,سورة الجمعة,62
62,10,فاذا قضيت الصلوٰة فانتشروا في الارض وابتغوا من فضل الله واذكروا الله كثيرا لعلكم تفلحون,سورة الجمعة,48
62,11,واذا راوا تجٰرة او لهوا انفضوا اليها وتركوك قائما قل ما عند الله خير من اللهو ومن التجٰرة والله خير الرٰزقين,سورة الجمعة,17
63,0,سورة المنافقون,سورة المنافقون,6
63,0,بسم الله الرحمٰن الرحيم,سورة المنافقون,10
63,1,اذا جاءك المنٰفقون قالوا نشهد انك لرسول الله والله يعلم انك لرسوله والله يشهد ان المنٰفقين لكٰذبون,سورة المنافقون,11
63,2,اتخذوا ايمٰنهم جنة فصدوا عن سبيل الله انهم ساء ما كانوا يعملون,سورة المنافقون,25
63,3,ذٰلك بانهم ءامنوا ثم كفروا فطبع علىٰ قلوبهم فهم لا يفقهون,سورة المنافقون,69
63,4,واذا رايتهم تعجبك اجسامهم وان يقولوا تسمع لقولهم كانهم خشب مسندة يحسبون كل صيحة عليهم هم العدو فاحذرهم قٰتلهم الله انىٰ يؤفكون,سورة المنافقون,54
63,5,واذا قيل لهم تعالوا يستغفر لكم رسول الله لووا رءوسهم ورايتهم يصدون وهم مستكبرون,سورة المنافقون,54
63,6,سواء عليهم استغفرت لهم ام لم تستغفر لهم لن يغفر الله لهم ان الله لا يهدي القوم الفٰسقين,سورة المنافقون,60
63,7,هم الذين يقولون لا تنفقوا علىٰ من عند رسول الله حتىٰ ينفضوا ولله خزائن السمٰوٰت والارض ولٰكن المنٰفقين لا يفقهون,سورة المنافقون,46
63,8,يقولون لئن رجعنا الى المدينة ليخرجن الاعز منها الاذل ولله العزة ولرسوله وللمؤمنين ولٰكن المنٰفقين لا يعلمون,سورة المنافقون,46
63,9,يٰايها الذين ءامنوا لا تلهكم اموٰلكم ولا اولٰدكم عن ذكر الله ومن يفعل ذٰلك فاولٰئك هم الخٰسرون,سورة المنافقون,35
63,10,وانفقوا من ما رزقنٰكم من قبل ان ياتي احدكم الموت فيقول رب لولا اخرتني الىٰ اجل قريب فاصدق واكن من الصٰلحين,سورة المنافقون,59
63,11,ولن يؤخر الله نفسا اذا جاء اجلها والله خبير بما تعملون,سورة المنافقون,11
64,0,سورة التغابن,سورة التغابن,6
64,0,بسم الله الرحمٰن الرحيم,سورة التغابن,10
64,1,يسبح لله ما في السمٰوٰت وما في الارض له الملك وله الحمد وهو علىٰ كل شيء قدير,سورة التغابن,8
64,2,هو الذي خلقكم فمنكم كافر ومنكم مؤمن والله بما تعملون بصير,سورة التغابن,0
64,3,خلق السمٰوٰت والارض بالحق وصوركم فاحسن صوركم واليه المصير,سورة التغابن,66
64,4,يعلم ما في السمٰوٰت والارض ويعلم ما تسرون وما تعلنون والله عليم بذات الصدور,سورة التغابن,66
64,5,الم ياتكم نبؤا الذين كفروا من قبل فذاقوا وبال امرهم ولهم عذاب اليم,سورة التغابن,43
64,6,ذٰلك بانه كانت تاتيهم رسلهم بالبينٰت فقالوا ابشر يهدوننا فكفروا وتولوا واستغنى الله والله غني حميد,سورة التغابن,0
64,7,زعم الذين كفروا ان لن يبعثوا قل بلىٰ وربي لتبعثن ثم لتنبؤن بما عملتم وذٰلك على الله يسير,سورة التغابن,69
64,8,فامنوا بالله ورسوله والنور الذي انزلنا والله بما تعملون خبير,سورة التغابن,27
64,9,يوم يجمعكم ليوم الجمع ذٰلك يوم التغابن ومن يؤمن بالله ويعمل صٰلحا يكفر عنه سياته ويدخله جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا ذٰلك الفوز العظيم,سورة التغابن,13
64,10,والذين كفروا وكذبوا بايٰتنا اولٰئك اصحٰب النار خٰلدين فيها وبئس المصير,سورة التغابن,63
64,11,ما اصاب من مصيبة الا باذن الله ومن يؤمن بالله يهد قلبه والله بكل شيء عليم,سورة التغابن,5
64,12,واطيعوا الله واطيعوا الرسول فان توليتم فانما علىٰ رسولنا البلٰغ المبين,سورة التغابن,3
64,13,الله لا الٰه الا هو وعلى الله فليتوكل المؤمنون,سورة التغابن,31
64,14,يٰايها الذين ءامنوا ان من ازوٰجكم واولٰدكم عدوا لكم فاحذروهم وان تعفوا وتصفحوا وتغفروا فان الله غفور رحيم,سورة التغابن,62
64,15,انما اموٰلكم واولٰدكم فتنة والله عنده اجر عظيم,سورة التغابن,17
64,16,فاتقوا الله ما استطعتم واسمعوا واطيعوا وانفقوا خيرا لانفسكم ومن يوق شح نفسه فاولٰئك هم المفلحون,سورة التغابن,32
64,17,ان تقرضوا الله قرضا حسنا يضٰعفه لكم ويغفر لكم والله شكور حليم,سورة التغابن,17
64,18,عٰلم الغيب والشهٰدة العزيز الحكيم,سورة التغابن,47
65,0,سورة الطلاق,سورة الطلاق,6
65,0,بسم الله الرحمٰن الرحيم,سورة الطلاق,10
65,1,يٰايها النبي اذا طلقتم النساء فطلقوهن لعدتهن واحصوا العدة واتقوا الله ربكم لا تخرجوهن من بيوتهن ولا يخرجن الا ان ياتين بفٰحشة مبينة وتلك حدود الله ومن يتعد حدود الله فقد ظلم نفسه لا تدري لعل الله يحدث بعد ذٰلك امرا,سورة الطلاق,3
65,2,فاذا بلغن اجلهن فامسكوهن بمعروف او فارقوهن بمعروف واشهدوا ذوي عدل منكم واقيموا الشهٰدة لله ذٰلكم يوعظ به من كان يؤمن بالله واليوم الاخر ومن يتق الله يجعل له مخرجا,سورة الطلاق,41
65,3,ويرزقه من حيث لا يحتسب ومن يتوكل على الله فهو حسبه ان الله بٰلغ امره قد جعل الله لكل شيء قدرا,سورة الطلاق,3
65,4,والٰي يئسن من المحيض من نسائكم ان ارتبتم فعدتهن ثلٰثة اشهر والٰي لم يحضن واولٰت الاحمال اجلهن ان يضعن حملهن ومن يتق الله يجعل له من امره يسرا,سورة الطلاق,59
65,5,ذٰلك امر الله انزله اليكم ومن يتق الله يكفر عنه سياته ويعظم له اجرا,سورة الطلاق,3
65,6,اسكنوهن من حيث سكنتم من وجدكم ولا تضاروهن لتضيقوا عليهن وان كن اولٰت حمل فانفقوا عليهن حتىٰ يضعن حملهن فان ارضعن لكم فاتوهن اجورهن واتمروا بينكم بمعروف وان تعاسرتم فسترضع له اخرىٰ,سورة الطلاق,59
65,7,لينفق ذو سعة من سعته ومن قدر عليه رزقه فلينفق مما ءاتىٰه الله لا يكلف الله نفسا الا ما ءاتىٰها سيجعل الله بعد عسر يسرا,سورة الطلاق,3
65,8,وكاين من قرية عتت عن امر ربها ورسله فحاسبنٰها حسابا شديدا وعذبنٰها عذابا نكرا,سورة الطلاق,23
65,9,فذاقت وبال امرها وكان عٰقبة امرها خسرا,سورة الطلاق,32
65,10,اعد الله لهم عذابا شديدا فاتقوا الله يٰاولي الالبٰب الذين ءامنوا قد انزل الله اليكم ذكرا,سورة الطلاق,3
65,11,رسولا يتلوا عليكم ءايٰت الله مبينٰت ليخرج الذين ءامنوا وعملوا الصٰلحٰت من الظلمٰت الى النور ومن يؤمن بالله ويعمل صٰلحا يدخله جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا قد احسن الله له رزقا,سورة الطلاق,2
65,12,الله الذي خلق سبع سمٰوٰت ومن الارض مثلهن يتنزل الامر بينهن لتعلموا ان الله علىٰ كل شيء قدير وان الله قد احاط بكل شيء علما,سورة الطلاق,5
66,0,سورة التحريم,سورة التحريم,6
66,0,بسم الله الرحمٰن الرحيم,سورة التحريم,10
66,1,يٰايها النبي لم تحرم ما احل الله لك تبتغي مرضات ازوٰجك والله غفور رحيم,سورة التحريم,3
66,2,قد فرض الله لكم تحلة ايمٰنكم والله مولىٰكم وهو العليم الحكيم,سورة التحريم,49
66,3,واذ اسر النبي الىٰ بعض ازوٰجه حديثا فلما نبات به واظهره الله عليه عرف بعضه واعرض عن بعض فلما نباها به قالت من انباك هٰذا قال نباني العليم الخبير,سورة التحريم,41
66,4,ان تتوبا الى الله فقد صغت قلوبكما وان تظٰهرا عليه فان الله هو مولىٰه وجبريل وصٰلح المؤمنين والملٰئكة بعد ذٰلك ظهير,سورة التحريم,3
66,5,عسىٰ ربه ان طلقكن ان يبدله ازوٰجا خيرا منكن مسلمٰت مؤمنٰت قٰنتٰت تٰئبٰت عٰبدٰت سٰئحٰت ثيبٰت وابكارا,سورة التحريم,0
66,6,يٰايها الذين ءامنوا قوا انفسكم واهليكم نارا وقودها الناس والحجارة عليها ملٰئكة غلاظ شداد لا يعصون الله ما امرهم ويفعلون ما يؤمرون,سورة التحريم,62
66,7,يٰايها الذين كفروا لا تعتذروا اليوم انما تجزون ما كنتم تعملون,سورة التحريم,62
66,8,يٰايها الذين ءامنوا توبوا الى الله توبة نصوحا عسىٰ ربكم ان يكفر عنكم سياتكم ويدخلكم جنٰت تجري من تحتها الانهٰر يوم لا يخزي الله النبي والذين ءامنوا معه نورهم يسعىٰ بين ايديهم وبايمٰنهم يقولون ربنا اتمم لنا نورنا واغفر لنا انك علىٰ كل شيء قدير,سورة التحريم,62
66,9,يٰايها النبي جٰهد الكفار والمنٰفقين واغلظ عليهم وماوىٰهم جهنم وبئس المصير,سورة التحريم,45
66,10,ضرب الله مثلا للذين كفروا امرات نوح وامرات لوط كانتا تحت عبدين من عبادنا صٰلحين فخانتاهما فلم يغنيا عنهما من الله شيا وقيل ادخلا النار مع الدٰخلين,سورة التحريم,59
66,11,وضرب الله مثلا للذين ءامنوا امرات فرعون اذ قالت رب ابن لي عندك بيتا في الجنة ونجني من فرعون وعمله ونجني من القوم الظٰلمين,سورة التحريم,42
66,12,ومريم ابنت عمرٰن التي احصنت فرجها فنفخنا فيه من روحنا وصدقت بكلمٰت ربها وكتبه وكانت من القٰنتين,سورة التحريم,59
67,0,سورة الملك,سورة الملك,6
67,0,بسم الله الرحمٰن الرحيم,سورة الملك,10
67,1,تبٰرك الذي بيده الملك وهو علىٰ كل شيء قدير,سورة الملك,49
67,2,الذي خلق الموت والحيوٰة ليبلوكم ايكم احسن عملا وهو العزيز الغفور,سورة الملك,5
67,3,الذي خلق سبع سمٰوٰت طباقا ما ترىٰ في خلق الرحمٰن من تفٰوت فارجع البصر هل ترىٰ من فطور,سورة الملك,5
67,4,ثم ارجع البصر كرتين ينقلب اليك البصر خاسئا وهو حسير,سورة الملك,49
67,5,ولقد زينا السماء الدنيا بمصٰبيح وجعلنٰها رجوما للشيٰطين واعتدنا لهم عذاب السعير,سورة الملك,23
67,6,وللذين كفروا بربهم عذاب جهنم وبئس المصير,سورة الملك,45
67,7,اذا القوا فيها سمعوا لها شهيقا وهي تفور,سورة الملك,39
67,8,تكاد تميز من الغيظ كلما القي فيها فوج سالهم خزنتها الم ياتكم نذير,سورة الملك,55
67,9,قالوا بلىٰ قد جاءنا نذير فكذبنا وقلنا ما نزل الله من شيء ان انتم الا في ضلٰل كبير,سورة الملك,31
67,10,وقالوا لو كنا نسمع او نعقل ما كنا في اصحٰب السعير,سورة الملك,30
67,11,فاعترفوا بذنبهم فسحقا لاصحٰب السعير,سورة الملك,0
67,12,ان الذين يخشون ربهم بالغيب لهم مغفرة واجر كبير,سورة الملك,43
67,13,واسروا قولكم او اجهروا به انه عليم بذات الصدور,سورة الملك,41
67,14,الا يعلم من خلق وهو اللطيف الخبير,سورة الملك,49
67,15,هو الذي جعل لكم الارض ذلولا فامشوا في مناكبها وكلوا من رزقه واليه النشور,سورة الملك,8
67,16,ءامنتم من في السماء ان يخسف بكم الارض فاذا هي تمور,سورة الملك,48
67,17,ام امنتم من في السماء ان يرسل عليكم حاصبا فستعلمون كيف نذير,سورة الملك,60
67,18,ولقد كذب الذين من قبلهم فكيف كان نكير,سورة الملك,51
67,19,اولم يروا الى الطير فوقهم صٰفٰت ويقبضن ما يمسكهن الا الرحمٰن انه بكل شيء بصير,سورة الملك,36
67,20,امن هٰذا الذي هو جند لكم ينصركم من دون الرحمٰن ان الكٰفرون الا في غرور,سورة الملك,20
67,21,امن هٰذا الذي يرزقكم ان امسك رزقه بل لجوا في عتو ونفور,سورة الملك,20
67,22,افمن يمشي مكبا علىٰ وجهه اهدىٰ امن يمشي سويا علىٰ صرٰط مستقيم,سورة الملك,67
67,23,قل هو الذي انشاكم وجعل لكم السمع والابصٰر والافدة قليلا ما تشكرون,سورة الملك,15
67,24,قل هو الذي ذراكم في الارض واليه تحشرون,سورة الملك,8
67,25,ويقولون متىٰ هٰذا الوعد ان كنتم صٰدقين,سورة الملك,1
67,26,قل انما العلم عند الله وانما انا نذير مبين,سورة الملك,17
67,27,فلما راوه زلفة سيت وجوه الذين كفروا وقيل هٰذا الذي كنتم به تدعون,سورة الملك,33
67,28,قل ارءيتم ان اهلكني الله ومن معي او رحمنا فمن يجير الكٰفرين من عذاب اليم,سورة الملك,7
67,29,قل هو الرحمٰن ءامنا به وعليه توكلنا فستعلمون من هو في ضلٰل مبين,سورة الملك,41
67,30,قل ارءيتم ان اصبح ماؤكم غورا فمن ياتيكم بماء معين,سورة الملك,19
68,0,سورة القلم,سورة القلم,6
68,0,بسم الله الرحمٰن الرحيم,سورة القلم,10
68,1,ن والقلم وما يسطرون,سورة القلم,29
68,2,ما انت بنعمة ربك بمجنون,سورة القلم,4
68,3,وان لك لاجرا غير ممنون,سورة القلم,21
68,4,وانك لعلىٰ خلق عظيم,سورة القلم,5
68,5,فستبصر ويبصرون,سورة القلم,0
68,6,باييكم المفتون,سورة القلم,0
68,7,ان ربك هو اعلم بمن ضل عن سبيله وهو اعلم بالمهتدين,سورة القلم,4
68,8,فلا تطع المكذبين,سورة القلم,14
68,9,ودوا لو تدهن فيدهنون,سورة القلم,0
68,10,ولا تطع كل حلاف مهين,سورة القلم,44
68,11,هماز مشاء بنميم,سورة القلم,0
68,12,مناع للخير معتد اثيم,سورة القلم,0
68,13,عتل بعد ذٰلك زنيم,سورة القلم,21
68,14,ان كان ذا مال وبنين,سورة القلم,20
68,15,اذا تتلىٰ عليه ءايٰتنا قال اسٰطير الاولين,سورة القلم,11
68,16,سنسمه على الخرطوم,سورة القلم,67
68,17,انا بلونٰهم كما بلونا اصحٰب الجنة اذ اقسموا ليصرمنها مصبحين,سورة القلم,37
68,18,ولا يستثنون,سورة القلم,44
68,19,فطاف عليها طائف من ربك وهم نائمون,سورة القلم,4
68,20,فاصبحت كالصريم,سورة القلم,0
68,21,فتنادوا مصبحين,سورة القلم,0
68,22,ان اغدوا علىٰ حرثكم ان كنتم صٰرمين,سورة القلم,1
68,23,فانطلقوا وهم يتخٰفتون,سورة القلم,0
68,24,ان لا يدخلنها اليوم عليكم مسكين,سورة القلم,43
68,25,وغدوا علىٰ حرد قٰدرين,سورة القلم,67
68,26,فلما راوها قالوا انا لضالون,سورة القلم,37
68,27,بل نحن محرومون,سورة القلم,9
68,28,قال اوسطهم الم اقل لكم لولا تسبحون,سورة القلم,55
68,29,قالوا سبحٰن ربنا انا كنا ظٰلمين,سورة القلم,37
68,30,فاقبل بعضهم علىٰ بعض يتلٰومون,سورة القلم,67
68,31,قالوا يٰويلنا انا كنا طٰغين,سورة القلم,37
68,32,عسىٰ ربنا ان يبدلنا خيرا منها انا الىٰ ربنا رٰغبون,سورة القلم,37
68,33,كذٰلك العذاب ولعذاب الاخرة اكبر لو كانوا يعلمون,سورة القلم,21
68,34,ان للمتقين عند ربهم جنٰت النعيم,سورة القلم,13
68,35,افنجعل المسلمين كالمجرمين,سورة القلم,0
68,36,ما لكم كيف تحكمون,سورة القلم,51
68,37,ام لكم كتٰب فيه تدرسون,سورة القلم,60
68,38,ان لكم فيه لما تخيرون,سورة القلم,17
68,39,ام لكم ايمٰن علينا بٰلغة الىٰ يوم القيٰمة ان لكم لما تحكمون,سورة القلم,40
68,40,سلهم ايهم بذٰلك زعيم,سورة القلم,21
68,41,ام لهم شركاء فلياتوا بشركائهم ان كانوا صٰدقين,سورة القلم,60
68,42,يوم يكشف عن ساق ويدعون الى السجود فلا يستطيعون,سورة القلم,56
68,43,خٰشعة ابصٰرهم ترهقهم ذلة وقد كانوا يدعون الى السجود وهم سٰلمون,سورة القلم,27
68,44,فذرني ومن يكذب بهٰذا الحديث سنستدرجهم من حيث لا يعلمون,سورة القلم,41
68,45,واملي لهم ان كيدي متين,سورة القلم,0
68,46,ام تسلهم اجرا فهم من مغرم مثقلون,سورة القلم,60
68,47,ام عندهم الغيب فهم يكتبون,سورة القلم,60
68,48,فاصبر لحكم ربك ولا تكن كصاحب الحوت اذ نادىٰ وهو مكظوم,سورة القلم,49
68,49,لولا ان تدٰركه نعمة من ربه لنبذ بالعراء وهو مذموم,سورة القلم,49
68,50,فاجتبٰه ربه فجعله من الصٰلحين,سورة القلم,59
68,51,وان يكاد الذين كفروا ليزلقونك بابصٰرهم لما سمعوا الذكر ويقولون انه لمجنون,سورة القلم,0
68,52,وما هو الا ذكر للعٰلمين,سورة القلم,31
69,0,سورة الحاقة,سورة الحاقة,6
69,0,بسم الله الرحمٰن الرحيم,سورة الحاقة,10
69,1,الحاقة,سورة الحاقة,0
69,2,ما الحاقة,سورة الحاقة,0
69,3,وما ادرىٰك ما الحاقة,سورة الحاقة,29
69,4,كذبت ثمود وعاد بالقارعة,سورة الحاقة,0
69,5,فاما ثمود فاهلكوا بالطاغية,سورة الحاقة,0
69,6,واما عاد فاهلكوا بريح صرصر عاتية,سورة الحاقة,0
69,7,سخرها عليهم سبع ليال وثمٰنية ايام حسوما فترى القوم فيها صرعىٰ كانهم اعجاز نخل خاوية,سورة الحاقة,38
69,8,فهل ترىٰ لهم من باقية,سورة الحاقة,59
