chapter#,verse#,chapter,verse
55,32,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,33,سورة الرحمٰن,يٰمعشر الجن والانس ان استطعتم ان تنفذوا من اقطار السمٰوٰت والارض فانفذوا لا تنفذون الا بسلطٰن
55,34,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,35,سورة الرحمٰن,يرسل عليكما شواظ من نار ونحاس فلا تنتصران
55,36,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,37,سورة الرحمٰن,فاذا انشقت السماء فكانت وردة كالدهان
55,38,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,39,سورة الرحمٰن,فيومئذ لا يسل عن ذنبه انس ولا جان
55,40,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,41,سورة الرحمٰن,يعرف المجرمون بسيمٰهم فيؤخذ بالنوٰصي والاقدام
55,42,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,43,سورة الرحمٰن,هٰذه جهنم التي يكذب بها المجرمون
55,44,سورة الرحمٰن,يطوفون بينها وبين حميم ءان
55,45,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,46,سورة الرحمٰن,ولمن خاف مقام ربه جنتان
55,47,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,48,سورة الرحمٰن,ذواتا افنان
55,49,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,50,سورة الرحمٰن,فيهما عينان تجريان
55,51,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,52,سورة الرحمٰن,فيهما من كل فٰكهة زوجان
55,53,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,54,سورة الرحمٰن,متكين علىٰ فرش بطائنها من استبرق وجنى الجنتين دان
55,55,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,56,سورة الرحمٰن,فيهن قٰصرٰت الطرف لم يطمثهن انس قبلهم ولا جان
55,57,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,58,سورة الرحمٰن,كانهن الياقوت والمرجان
55,59,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,60,سورة الرحمٰن,هل جزاء الاحسٰن الا الاحسٰن
55,61,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,62,سورة الرحمٰن,ومن دونهما جنتان
55,63,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,64,سورة الرحمٰن,مدهامتان
55,65,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,66,سورة الرحمٰن,فيهما عينان نضاختان
55,67,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,68,سورة الرحمٰن,فيهما فٰكهة ونخل ورمان
55,69,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,70,سورة الرحمٰن,فيهن خيرٰت حسان
55,71,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,72,سورة الرحمٰن,حور مقصورٰت في الخيام
55,73,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,74,سورة الرحمٰن,لم يطمثهن انس قبلهم ولا جان
55,75,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,76,سورة الرحمٰن,متكين علىٰ رفرف خضر وعبقري حسان
55,77,سورة الرحمٰن,فباي ءالاء ربكما تكذبان
55,78,سورة الرحمٰن,تبٰرك اسم ربك ذي الجلٰل والاكرام
56,0,سورة الواقعة,سورة الواقعة
56,0,سورة الواقعة,بسم الله الرحمٰن الرحيم
56,1,سورة الواقعة,اذا وقعت الواقعة
56,2,سورة الواقعة,ليس لوقعتها كاذبة
56,3,سورة الواقعة,خافضة رافعة
56,4,سورة الواقعة,اذا رجت الارض رجا
56,5,سورة الواقعة,وبست الجبال بسا
56,6,سورة الواقعة,فكانت هباء منبثا
56,7,سورة الواقعة,وكنتم ازوٰجا ثلٰثة
56,8,سورة الواقعة,فاصحٰب الميمنة ما اصحٰب الميمنة
56,9,سورة الواقعة,واصحٰب المشمة ما اصحٰب المشمة
56,10,سورة الواقعة,والسٰبقون السٰبقون
56,11,سورة الواقعة,اولٰئك المقربون
56,12,سورة الواقعة,في جنٰت النعيم
56,13,سورة الواقعة,ثلة من الاولين
56,14,سورة الواقعة,وقليل من الاخرين
56,15,سورة الواقعة,علىٰ سرر موضونة
56,16,سورة الواقعة,متكين عليها متقٰبلين
56,17,سورة الواقعة,يطوف عليهم ولدٰن مخلدون
56,18,سورة الواقعة,باكواب واباريق وكاس من معين
56,19,سورة الواقعة,لا يصدعون عنها ولا ينزفون
56,20,سورة الواقعة,وفٰكهة مما يتخيرون
56,21,سورة الواقعة,ولحم طير مما يشتهون
56,22,سورة الواقعة,وحور عين
56,23,سورة الواقعة,كامثٰل اللؤلو المكنون
56,24,سورة الواقعة,جزاء بما كانوا يعملون
56,25,سورة الواقعة,لا يسمعون فيها لغوا ولا تاثيما
56,26,سورة الواقعة,الا قيلا سلٰما سلٰما
56,27,سورة الواقعة,واصحٰب اليمين ما اصحٰب اليمين
56,28,سورة الواقعة,في سدر مخضود
56,29,سورة الواقعة,وطلح منضود
56,30,سورة الواقعة,وظل ممدود
56,31,سورة الواقعة,وماء مسكوب
56,32,سورة الواقعة,وفٰكهة كثيرة
56,33,سورة الواقعة,لا مقطوعة ولا ممنوعة
56,34,سورة الواقعة,وفرش مرفوعة
56,35,سورة الواقعة,انا انشانٰهن انشاء
56,36,سورة الواقعة,فجعلنٰهن ابكارا
56,37,سورة الواقعة,عربا اترابا
56,38,سورة الواقعة,لاصحٰب اليمين
56,39,سورة الواقعة,ثلة من الاولين
56,40,سورة الواقعة,وثلة من الاخرين
56,41,سورة الواقعة,واصحٰب الشمال ما اصحٰب الشمال
56,42,سورة الواقعة,في سموم وحميم
56,43,سورة الواقعة,وظل من يحموم
56,44,سورة الواقعة,لا بارد ولا كريم
56,45,سورة الواقعة,انهم كانوا قبل ذٰلك مترفين
56,46,سورة الواقعة,وكانوا يصرون على الحنث العظيم
56,47,سورة الواقعة,وكانوا يقولون ائذا متنا وكنا ترابا وعظٰما اءنا لمبعوثون
56,48,سورة الواقعة,اوءاباؤنا الاولون
56,49,سورة الواقعة,قل ان الاولين والاخرين
56,50,سورة الواقعة,لمجموعون الىٰ ميقٰت يوم معلوم
56,51,سورة الواقعة,ثم انكم ايها الضالون المكذبون
56,52,سورة الواقعة,لاكلون من شجر من زقوم
56,53,سورة الواقعة,فمالون منها البطون
56,54,سورة الواقعة,فشٰربون عليه من الحميم
56,55,سورة الواقعة,فشٰربون شرب الهيم
56,56,سورة الواقعة,هٰذا نزلهم يوم الدين
56,57,سورة الواقعة,نحن خلقنٰكم فلولا تصدقون
56,58,سورة الواقعة,افرءيتم ما تمنون
56,59,سورة الواقعة,ءانتم تخلقونه ام نحن الخٰلقون
56,60,سورة الواقعة,نحن قدرنا بينكم الموت وما نحن بمسبوقين
56,61,سورة الواقعة,علىٰ ان نبدل امثٰلكم وننشئكم في ما لا تعلمون
56,62,سورة الواقعة,ولقد علمتم النشاة الاولىٰ فلولا تذكرون
56,63,سورة الواقعة,افرءيتم ما تحرثون
56,64,سورة الواقعة,ءانتم تزرعونه ام نحن الزٰرعون
56,65,سورة الواقعة,لو نشاء لجعلنٰه حطٰما فظلتم تفكهون
56,66,سورة الواقعة,انا لمغرمون
56,67,سورة الواقعة,بل نحن محرومون
56,68,سورة الواقعة,افرءيتم الماء الذي تشربون
56,69,سورة الواقعة,ءانتم انزلتموه من المزن ام نحن المنزلون
56,70,سورة الواقعة,لو نشاء جعلنٰه اجاجا فلولا تشكرون
56,71,سورة الواقعة,افرءيتم النار التي تورون
56,72,سورة الواقعة,ءانتم انشاتم شجرتها ام نحن المنشون
56,73,سورة الواقعة,نحن جعلنٰها تذكرة ومتٰعا للمقوين
56,74,سورة الواقعة,فسبح باسم ربك العظيم
56,75,سورة الواقعة,فلا اقسم بموٰقع النجوم
56,76,سورة الواقعة,وانه لقسم لو تعلمون عظيم
56,77,سورة الواقعة,انه لقرءان كريم
56,78,سورة الواقعة,في كتٰب مكنون
56,79,سورة الواقعة,لا يمسه الا المطهرون
56,80,سورة الواقعة,تنزيل من رب العٰلمين
56,81,سورة الواقعة,افبهٰذا الحديث انتم مدهنون
56,82,سورة الواقعة,وتجعلون رزقكم انكم تكذبون
56,83,سورة الواقعة,فلولا اذا بلغت الحلقوم
56,84,سورة الواقعة,وانتم حينئذ تنظرون
56,85,سورة الواقعة,ونحن اقرب اليه منكم ولٰكن لا تبصرون
56,86,سورة الواقعة,فلولا ان كنتم غير مدينين
56,87,سورة الواقعة,ترجعونها ان كنتم صٰدقين
56,88,سورة الواقعة,فاما ان كان من المقربين
56,89,سورة الواقعة,فروح وريحان وجنت نعيم
56,90,سورة الواقعة,واما ان كان من اصحٰب اليمين
56,91,سورة الواقعة,فسلٰم لك من اصحٰب اليمين
56,92,سورة الواقعة,واما ان كان من المكذبين الضالين
56,93,سورة الواقعة,فنزل من حميم
56,94,سورة الواقعة,وتصلية جحيم
56,95,سورة الواقعة,ان هٰذا لهو حق اليقين
56,96,سورة الواقعة,فسبح باسم ربك العظيم
57,0,سورة الحديد,سورة الحديد
57,0,سورة الحديد,بسم الله الرحمٰن الرحيم
57,1,سورة الحديد,سبح لله ما في السمٰوٰت والارض وهو العزيز الحكيم
57,2,سورة الحديد,له ملك السمٰوٰت والارض يحي ويميت وهو علىٰ كل شيء قدير
57,3,سورة الحديد,هو الاول والاخر والظٰهر والباطن وهو بكل شيء عليم
57,4,سورة الحديد,هو الذي خلق السمٰوٰت والارض في ستة ايام ثم استوىٰ على العرش يعلم ما يلج في الارض وما يخرج منها وما ينزل من السماء وما يعرج فيها وهو معكم اين ما كنتم والله بما تعملون بصير
57,5,سورة الحديد,له ملك السمٰوٰت والارض والى الله ترجع الامور
57,6,سورة الحديد,يولج اليل في النهار ويولج النهار في اليل وهو عليم بذات الصدور
57,7,سورة الحديد,ءامنوا بالله ورسوله وانفقوا مما جعلكم مستخلفين فيه فالذين ءامنوا منكم وانفقوا لهم اجر كبير
57,8,سورة الحديد,وما لكم لا تؤمنون بالله والرسول يدعوكم لتؤمنوا بربكم وقد اخذ ميثٰقكم ان كنتم مؤمنين
57,9,سورة الحديد,هو الذي ينزل علىٰ عبده ءايٰت بينٰت ليخرجكم من الظلمٰت الى النور وان الله بكم لرءوف رحيم
57,10,سورة الحديد,وما لكم الا تنفقوا في سبيل الله ولله ميرٰث السمٰوٰت والارض لا يستوي منكم من انفق من قبل الفتح وقٰتل اولٰئك اعظم درجة من الذين انفقوا من بعد وقٰتلوا وكلا وعد الله الحسنىٰ والله بما تعملون خبير
57,11,سورة الحديد,من ذا الذي يقرض الله قرضا حسنا فيضٰعفه له وله اجر كريم
57,12,سورة الحديد,يوم ترى المؤمنين والمؤمنٰت يسعىٰ نورهم بين ايديهم وبايمٰنهم بشرىٰكم اليوم جنٰت تجري من تحتها الانهٰر خٰلدين فيها ذٰلك هو الفوز العظيم
57,13,سورة الحديد,يوم يقول المنٰفقون والمنٰفقٰت للذين ءامنوا انظرونا نقتبس من نوركم قيل ارجعوا وراءكم فالتمسوا نورا فضرب بينهم بسور له باب باطنه فيه الرحمة وظٰهره من قبله العذاب
57,14,سورة الحديد,ينادونهم الم نكن معكم قالوا بلىٰ ولٰكنكم فتنتم انفسكم وتربصتم وارتبتم وغرتكم الاماني حتىٰ جاء امر الله وغركم بالله الغرور
57,15,سورة الحديد,فاليوم لا يؤخذ منكم فدية ولا من الذين كفروا ماوىٰكم النار هي مولىٰكم وبئس المصير
57,16,سورة الحديد,الم يان للذين ءامنوا ان تخشع قلوبهم لذكر الله وما نزل من الحق ولا يكونوا كالذين اوتوا الكتٰب من قبل فطال عليهم الامد فقست قلوبهم وكثير منهم فٰسقون
57,17,سورة الحديد,اعلموا ان الله يحي الارض بعد موتها قد بينا لكم الايٰت لعلكم تعقلون
57,18,سورة الحديد,ان المصدقين والمصدقٰت واقرضوا الله قرضا حسنا يضٰعف لهم ولهم اجر كريم
57,19,سورة الحديد,والذين ءامنوا بالله ورسله اولٰئك هم الصديقون والشهداء عند ربهم لهم اجرهم ونورهم والذين كفروا وكذبوا بايٰتنا اولٰئك اصحٰب الجحيم
57,20,سورة الحديد,اعلموا انما الحيوٰة الدنيا لعب ولهو وزينة وتفاخر بينكم وتكاثر في الاموٰل والاولٰد كمثل غيث اعجب الكفار نباته ثم يهيج فترىٰه مصفرا ثم يكون حطٰما وفي الاخرة عذاب شديد ومغفرة من الله ورضوٰن وما الحيوٰة الدنيا الا متٰع الغرور
57,21,سورة الحديد,سابقوا الىٰ مغفرة من ربكم وجنة عرضها كعرض السماء والارض اعدت للذين ءامنوا بالله ورسله ذٰلك فضل الله يؤتيه من يشاء والله ذو الفضل العظيم
57,22,سورة الحديد,ما اصاب من مصيبة في الارض ولا في انفسكم الا في كتٰب من قبل ان نبراها ان ذٰلك على الله يسير
57,23,سورة الحديد,لكيلا تاسوا علىٰ ما فاتكم ولا تفرحوا بما ءاتىٰكم والله لا يحب كل مختال فخور
57,24,سورة الحديد,الذين يبخلون ويامرون الناس بالبخل ومن يتول فان الله هو الغني الحميد
57,25,سورة الحديد,لقد ارسلنا رسلنا بالبينٰت وانزلنا معهم الكتٰب والميزان ليقوم الناس بالقسط وانزلنا الحديد فيه باس شديد ومنٰفع للناس وليعلم الله من ينصره ورسله بالغيب ان الله قوي عزيز
57,26,سورة الحديد,ولقد ارسلنا نوحا وابرٰهيم وجعلنا في ذريتهما النبوة والكتٰب فمنهم مهتد وكثير منهم فٰسقون
57,27,سورة الحديد,ثم قفينا علىٰ ءاثٰرهم برسلنا وقفينا بعيسى ابن مريم وءاتينٰه الانجيل وجعلنا في قلوب الذين اتبعوه رافة ورحمة ورهبانية ابتدعوها ما كتبنٰها عليهم الا ابتغاء رضوٰن الله فما رعوها حق رعايتها فاتينا الذين ءامنوا منهم اجرهم وكثير منهم فٰسقون
57,28,سورة الحديد,يٰايها الذين ءامنوا اتقوا الله وءامنوا برسوله يؤتكم كفلين من رحمته ويجعل لكم نورا تمشون به ويغفر لكم والله غفور رحيم
57,29,سورة الحديد,لئلا يعلم اهل الكتٰب الا يقدرون علىٰ شيء من فضل الله وان الفضل بيد الله يؤتيه من يشاء والله ذو الفضل العظيم
58,0,سورة المجادلة,سورة المجادلة
58,0,سورة المجادلة,بسم الله الرحمٰن الرحيم
58,1,سورة المجادلة,قد سمع الله قول التي تجٰدلك في زوجها وتشتكي الى الله والله يسمع تحاوركما ان الله سميع بصير
58,2,سورة المجادلة,الذين يظٰهرون منكم من نسائهم ما هن امهٰتهم ان امهٰتهم الا الٰي ولدنهم وانهم ليقولون منكرا من القول وزورا وان الله لعفو غفور
58,3,سورة المجادلة,والذين يظٰهرون من نسائهم ثم يعودون لما قالوا فتحرير رقبة من قبل ان يتماسا ذٰلكم توعظون به والله بما تعملون خبير
58,4,سورة المجادلة,فمن لم يجد فصيام شهرين متتابعين من قبل ان يتماسا فمن لم يستطع فاطعام ستين مسكينا ذٰلك لتؤمنوا بالله ورسوله وتلك حدود الله وللكٰفرين عذاب اليم
58,5,سورة المجادلة,ان الذين يحادون الله ورسوله كبتوا كما كبت الذين من قبلهم وقد انزلنا ءايٰت بينٰت وللكٰفرين عذاب مهين
58,6,سورة المجادلة,يوم يبعثهم الله جميعا فينبئهم بما عملوا احصىٰه الله ونسوه والله علىٰ كل شيء شهيد
58,7,سورة المجادلة,الم تر ان الله يعلم ما في السمٰوٰت وما في الارض ما يكون من نجوىٰ ثلٰثة الا هو رابعهم ولا خمسة الا هو سادسهم ولا ادنىٰ من ذٰلك ولا اكثر الا هو معهم اين ما كانوا ثم ينبئهم بما عملوا يوم القيٰمة ان الله بكل شيء عليم
58,8,سورة المجادلة,الم تر الى الذين نهوا عن النجوىٰ ثم يعودون لما نهوا عنه ويتنٰجون بالاثم والعدوٰن ومعصيت الرسول واذا جاءوك حيوك بما لم يحيك به الله ويقولون في انفسهم لولا يعذبنا الله بما نقول حسبهم جهنم يصلونها فبئس المصير
58,9,سورة المجادلة,يٰايها الذين ءامنوا اذا تنٰجيتم فلا تتنٰجوا بالاثم والعدوٰن ومعصيت الرسول وتنٰجوا بالبر والتقوىٰ واتقوا الله الذي اليه تحشرون
58,10,سورة المجادلة,انما النجوىٰ من الشيطٰن ليحزن الذين ءامنوا وليس بضارهم شيا الا باذن الله وعلى الله فليتوكل المؤمنون
58,11,سورة المجادلة,يٰايها الذين ءامنوا اذا قيل لكم تفسحوا في المجٰلس فافسحوا يفسح الله لكم واذا قيل انشزوا فانشزوا يرفع الله الذين ءامنوا منكم والذين اوتوا العلم درجٰت والله بما تعملون خبير
58,12,سورة المجادلة,يٰايها الذين ءامنوا اذا نٰجيتم الرسول فقدموا بين يدي نجوىٰكم صدقة ذٰلك خير لكم واطهر فان لم تجدوا فان الله غفور رحيم
58,13,سورة المجادلة,ءاشفقتم ان تقدموا بين يدي نجوىٰكم صدقٰت فاذ لم تفعلوا وتاب الله عليكم فاقيموا الصلوٰة وءاتوا الزكوٰة واطيعوا الله ورسوله والله خبير بما تعملون
58,14,سورة المجادلة,الم تر الى الذين تولوا قوما غضب الله عليهم ما هم منكم ولا منهم ويحلفون على الكذب وهم يعلمون
58,15,سورة المجادلة,اعد الله لهم عذابا شديدا انهم ساء ما كانوا يعملون
58,16,سورة المجادلة,اتخذوا ايمٰنهم جنة فصدوا عن سبيل الله فلهم عذاب مهين
58,17,سورة المجادلة,لن تغني عنهم اموٰلهم ولا اولٰدهم من الله شيا اولٰئك اصحٰب النار هم فيها خٰلدون
58,18,سورة المجادلة,يوم يبعثهم الله جميعا فيحلفون له كما يحلفون لكم ويحسبون انهم علىٰ شيء الا انهم هم الكٰذبون
58,19,سورة المجادلة,استحوذ عليهم الشيطٰن فانسىٰهم ذكر الله اولٰئك حزب الشيطٰن الا ان حزب الشيطٰن هم الخٰسرون
58,20,سورة المجادلة,ان الذين يحادون الله ورسوله اولٰئك في الاذلين
58,21,سورة المجادلة,كتب الله لاغلبن انا ورسلي ان الله قوي عزيز
58,22,سورة المجادلة,لا تجد قوما يؤمنون بالله واليوم الاخر يوادون من حاد الله ورسوله ولو كانوا ءاباءهم او ابناءهم او اخوٰنهم او عشيرتهم اولٰئك كتب في قلوبهم الايمٰن وايدهم بروح منه ويدخلهم جنٰت تجري من تحتها الانهٰر خٰلدين فيها رضي الله عنهم ورضوا عنه اولٰئك حزب الله الا ان حزب الله هم المفلحون
59,0,سورة الحشر,سورة الحشر
59,0,سورة الحشر,بسم الله الرحمٰن الرحيم
59,1,سورة الحشر,سبح لله ما في السمٰوٰت وما في الارض وهو العزيز الحكيم
59,2,سورة الحشر,هو الذي اخرج الذين كفروا من اهل الكتٰب من ديٰرهم لاول الحشر ما ظننتم ان يخرجوا وظنوا انهم مانعتهم حصونهم من الله فاتىٰهم الله من حيث لم يحتسبوا وقذف في قلوبهم الرعب يخربون بيوتهم بايديهم وايدي المؤمنين فاعتبروا يٰاولي الابصٰر
59,3,سورة الحشر,ولولا ان كتب الله عليهم الجلاء لعذبهم في الدنيا ولهم في الاخرة عذاب النار
59,4,سورة الحشر,ذٰلك بانهم شاقوا الله ورسوله ومن يشاق الله فان الله شديد العقاب
59,5,سورة الحشر,ما قطعتم من لينة او تركتموها قائمة علىٰ اصولها فباذن الله وليخزي الفٰسقين
59,6,سورة الحشر,وما افاء الله علىٰ رسوله منهم فما اوجفتم عليه من خيل ولا ركاب ولٰكن الله يسلط رسله علىٰ من يشاء والله علىٰ كل شيء قدير
59,7,سورة الحشر,ما افاء الله علىٰ رسوله من اهل القرىٰ فلله وللرسول ولذي القربىٰ واليتٰمىٰ والمسٰكين وابن السبيل كي لا يكون دولة بين الاغنياء منكم وما ءاتىٰكم الرسول فخذوه وما نهىٰكم عنه فانتهوا واتقوا الله ان الله شديد العقاب
59,8,سورة الحشر,للفقراء المهٰجرين الذين اخرجوا من ديٰرهم واموٰلهم يبتغون فضلا من الله ورضوٰنا وينصرون الله ورسوله اولٰئك هم الصٰدقون
59,9,سورة الحشر,والذين تبوءو الدار والايمٰن من قبلهم يحبون من هاجر اليهم ولا يجدون في صدورهم حاجة مما اوتوا ويؤثرون علىٰ انفسهم ولو كان بهم خصاصة ومن يوق شح نفسه فاولٰئك هم المفلحون
59,10,سورة الحشر,والذين جاءو من بعدهم يقولون ربنا اغفر لنا ولاخوٰننا الذين سبقونا بالايمٰن ولا تجعل في قلوبنا غلا للذين ءامنوا ربنا انك رءوف رحيم
59,11,سورة الحشر,الم تر الى الذين نافقوا يقولون لاخوٰنهم الذين كفروا من اهل الكتٰب لئن اخرجتم لنخرجن معكم ولا نطيع فيكم احدا ابدا وان قوتلتم لننصرنكم والله يشهد انهم لكٰذبون
59,12,سورة الحشر,لئن اخرجوا لا يخرجون معهم ولئن قوتلوا لا ينصرونهم ولئن نصروهم ليولن الادبٰر ثم لا ينصرون
59,13,سورة الحشر,لانتم اشد رهبة في صدورهم من الله ذٰلك بانهم قوم لا يفقهون
59,14,سورة الحشر,لا يقٰتلونكم جميعا الا في قرى محصنة او من وراء جدر باسهم بينهم شديد تحسبهم جميعا وقلوبهم شتىٰ ذٰلك بانهم قوم لا يعقلون
59,15,سورة الحشر,كمثل الذين من قبلهم قريبا ذاقوا وبال امرهم ولهم عذاب اليم
59,16,سورة الحشر,كمثل الشيطٰن اذ قال للانسٰن اكفر فلما كفر قال اني بريء منك اني اخاف الله رب العٰلمين
59,17,سورة الحشر,فكان عٰقبتهما انهما في النار خٰلدين فيها وذٰلك جزٰؤا الظٰلمين
59,18,سورة الحشر,يٰايها الذين ءامنوا اتقوا الله ولتنظر نفس ما قدمت لغد واتقوا الله ان الله خبير بما تعملون
59,19,سورة الحشر,ولا تكونوا كالذين نسوا الله فانسىٰهم انفسهم اولٰئك هم الفٰسقون
59,20,سورة الحشر,لا يستوي اصحٰب النار واصحٰب الجنة اصحٰب الجنة هم الفائزون
59,21,سورة الحشر,لو انزلنا هٰذا القرءان علىٰ جبل لرايته خٰشعا متصدعا من خشية الله وتلك الامثٰل نضربها للناس لعلهم يتفكرون
59,22,سورة الحشر,هو الله الذي لا الٰه الا هو عٰلم الغيب والشهٰدة هو الرحمٰن الرحيم
59,23,سورة الحشر,هو الله الذي لا الٰه الا هو الملك القدوس السلٰم المؤمن المهيمن العزيز الجبار المتكبر سبحٰن الله عما يشركون
59,24,سورة الحشر,هو الله الخٰلق البارئ المصور له الاسماء الحسنىٰ يسبح له ما في السمٰوٰت والارض وهو العزيز الحكيم
60,0,سورة الممتحنة,سورة الممتحنة
60,0,سورة الممتحنة,بسم الله الرحمٰن الرحيم
60,1,سورة الممتحنة,يٰايها الذين ءامنوا لا تتخذوا عدوي وعدوكم اولياء تلقون اليهم بالمودة وقد كفروا بما جاءكم من الحق يخرجون الرسول واياكم ان تؤمنوا بالله ربكم ان كنتم خرجتم جهٰدا في سبيلي وابتغاء مرضاتي تسرون اليهم بالمودة وانا اعلم بما اخفيتم وما اعلنتم ومن يفعله منكم فقد ضل سواء السبيل
60,2,سورة الممتحنة,ان يثقفوكم يكونوا لكم اعداء ويبسطوا اليكم ايديهم والسنتهم بالسوء وودوا لو تكفرون
60,3,سورة الممتحنة,لن تنفعكم ارحامكم ولا اولٰدكم يوم القيٰمة يفصل بينكم والله بما تعملون بصير
60,4,سورة الممتحنة,قد كانت لكم اسوة حسنة في ابرٰهيم والذين معه اذ قالوا لقومهم انا برءٰؤا منكم ومما تعبدون من دون الله كفرنا بكم وبدا بيننا وبينكم العدٰوة والبغضاء ابدا حتىٰ تؤمنوا بالله وحده الا قول ابرٰهيم لابيه لاستغفرن لك وما املك لك من الله من شيء ربنا عليك توكلنا واليك انبنا واليك المصير
60,5,سورة الممتحنة,ربنا لا تجعلنا فتنة للذين كفروا واغفر لنا ربنا انك انت العزيز الحكيم
60,6,سورة الممتحنة,لقد كان لكم فيهم اسوة حسنة لمن كان يرجوا الله واليوم الاخر ومن يتول فان الله هو الغني الحميد
60,7,سورة الممتحنة,عسى الله ان يجعل بينكم وبين الذين عاديتم منهم مودة والله قدير والله غفور رحيم
60,8,سورة الممتحنة,لا ينهىٰكم الله عن الذين لم يقٰتلوكم في الدين ولم يخرجوكم من ديٰركم ان تبروهم وتقسطوا اليهم ان الله يحب المقسطين
60,9,سورة الممتحنة,انما ينهىٰكم الله عن الذين قٰتلوكم في الدين واخرجوكم من ديٰركم وظٰهروا علىٰ اخراجكم ان تولوهم ومن يتولهم فاولٰئك هم الظٰلمون
60,10,سورة الممتحنة,يٰايها الذين ءامنوا اذا جاءكم المؤمنٰت مهٰجرٰت فامتحنوهن الله اعلم بايمٰنهن فان علمتموهن مؤمنٰت فلا ترجعوهن الى الكفار لا هن حل لهم ولا هم يحلون لهن وءاتوهم ما انفقوا ولا جناح عليكم ان تنكحوهن اذا ءاتيتموهن اجورهن ولا تمسكوا بعصم الكوافر وسلوا ما انفقتم وليسلوا ما انفقوا ذٰلكم حكم الله يحكم بينكم والله عليم حكيم
60,11,سورة الممتحنة,وان فاتكم شيء من ازوٰجكم الى الكفار فعاقبتم فاتوا الذين ذهبت ازوٰجهم مثل ما انفقوا واتقوا الله الذي انتم به مؤمنون
60,12,سورة الممتحنة,يٰايها النبي اذا جاءك المؤمنٰت يبايعنك علىٰ ان لا يشركن بالله شيا ولا يسرقن ولا يزنين ولا يقتلن اولٰدهن ولا ياتين ببهتٰن يفترينه بين ايديهن وارجلهن ولا يعصينك في معروف فبايعهن واستغفر لهن الله ان الله غفور رحيم
60,13,سورة الممتحنة,يٰايها الذين ءامنوا لا تتولوا قوما غضب الله عليهم قد يئسوا من الاخرة كما يئس الكفار من اصحٰب القبور
61,0,سورة الصف,سورة الصف
61,0,سورة الصف,بسم الله الرحمٰن الرحيم
61,1,سورة الصف,سبح لله ما في السمٰوٰت وما في الارض وهو العزيز الحكيم
61,2,سورة الصف,يٰايها الذين ءامنوا لم تقولون ما لا تفعلون
61,3,سورة الصف,كبر مقتا عند الله ان تقولوا ما لا تفعلون
61,4,سورة الصف,ان الله يحب الذين يقٰتلون في سبيله صفا كانهم بنيٰن مرصوص
61,5,سورة الصف,واذ قال موسىٰ لقومه يٰقوم لم تؤذونني وقد تعلمون اني رسول الله اليكم فلما زاغوا ازاغ الله قلوبهم والله لا يهدي القوم الفٰسقين
61,6,سورة الصف,واذ قال عيسى ابن مريم يٰبني اسرٰءيل اني رسول الله اليكم مصدقا لما بين يدي من التورىٰة ومبشرا برسول ياتي من بعدي اسمه احمد فلما جاءهم بالبينٰت قالوا هٰذا سحر مبين
61,7,سورة الصف,ومن اظلم ممن افترىٰ على الله الكذب وهو يدعىٰ الى الاسلٰم والله لا يهدي القوم الظٰلمين
61,8,سورة الصف,يريدون ليطفوا نور الله بافوٰههم والله متم نوره ولو كره الكٰفرون
61,9,سورة الصف,هو الذي ارسل رسوله بالهدىٰ ودين الحق ليظهره على الدين كله ولو كره المشركون
61,10,سورة الصف,يٰايها الذين ءامنوا هل ادلكم علىٰ تجٰرة تنجيكم من عذاب اليم
61,11,سورة الصف,تؤمنون بالله ورسوله وتجٰهدون في سبيل الله باموٰلكم وانفسكم ذٰلكم خير لكم ان كنتم تعلمون
61,12,سورة الصف,يغفر لكم ذنوبكم ويدخلكم جنٰت تجري من تحتها الانهٰر ومسٰكن طيبة في جنٰت عدن ذٰلك الفوز العظيم
61,13,سورة الصف,واخرىٰ تحبونها نصر من الله وفتح قريب وبشر المؤمنين
61,14,سورة الصف,يٰايها الذين ءامنوا كونوا انصار الله كما قال عيسى ابن مريم للحوارين من انصاري الى الله قال الحواريون نحن انصار الله فامنت طائفة من بني اسرٰءيل وكفرت طائفة فايدنا الذين ءامنوا علىٰ عدوهم فاصبحوا ظٰهرين
62,0,سورة الجمعة,سورة الجمعة
